,BoroCT2010,LotArea,FP,CT_Land,Bldg/Land,Lot/Land,Bldg/Lot
1494,4014400,1371373.0,764968.959856,2348361.88116,32.57,58.4,55.78
1495,4014500,905689.0,461616.153341,1374739.95366,33.58,65.88,50.97
1496,4014700,1058870.0,620156.113257,1592386.54112,38.95,66.5,58.57
1497,4014800,1105583.0,404601.746711,1754562.7923,23.06,63.01,36.6
1498,4014900,762460.0,485016.897422,1147477.90442,42.27,66.45,63.61
1499,4015000,1039564.0,461206.979266,1583627.86681,29.12,65.64,44.37
1500,4015100,972122.0,480247.86512,1435760.8836,33.45,67.71,49.4
1501,4015200,1265599.0,595695.930847,2073445.93003,28.73,61.04,47.07
1502,4015300,829171.0,430303.810156,1309390.55757,32.86,63.32,51.9
1503,4015400,1026785.0,509708.929022,1617854.27796,31.51,63.47,49.64
1504,4015500,1014254.0,673221.915763,1587954.99375,42.4,63.87,66.38
1505,4015600,1508525.0,712745.459226,2253099.49795,31.63,66.95,47.25
1506,4015700,834084.0,628083.609525,1383061.29156,45.41,60.31,75.3
1507,4015801,1998654.0,852804.168968,3260032.93334,26.16,61.31,42.67
1508,4015802,2035061.0,1034362.24765,2997105.62026,34.51,67.9,50.83
1509,4015900,1214295.0,742979.61836,1826098.45083,40.69,66.5,61.19
1510,4016100,759890.0,459490.608057,1157640.28573,39.69,65.64,60.47
1511,4016300,1673163.0,510169.947182,2348739.42319,21.72,71.24,30.49
1512,4016400,1469484.0,659680.619515,2129308.77558,30.98,69.01,44.89
1513,4016600,1432281.0,685964.769448,2185345.32427,31.39,65.54,47.89
1514,4016800,1423602.0,597932.489143,2276026.94366,26.27,62.55,42.0
1515,4016900,1880083.0,711973.307307,2485167.58508,28.65,75.65,37.87
1516,4017000,1483090.0,596232.389027,2379227.1219,25.06,62.33,40.2
1517,4017100,5060637.0,1907407.6478,13382067.2897,14.25,37.82,37.69
1518,4017200,1288683.0,524161.201523,2076615.05787,25.24,62.06,40.67
1519,4017400,1283151.0,542787.586025,2073990.66926,26.17,61.87,42.3
1520,4017600,1290673.0,510662.896916,2068075.39932,24.69,62.41,39.57
1521,4017800,1220104.0,490722.183154,2054270.57785,23.89,59.39,40.22
1522,4017900,3066958.0,2526030.56822,5099923.79925,49.53,60.14,82.36
1523,4018000,842523.0,313987.384096,1533595.04286,20.47,54.94,37.27
1524,4018101,622778.0,400917.017709,1035687.70086,38.71,60.13,64.38
1525,4018102,636651.0,441154.155092,1038481.12014,42.48,61.31,69.29
1526,4018200,1537960.0,579550.11648,2762694.88724,20.98,55.67,37.68
1527,4018300,1450431.0,800669.203723,2314483.85932,34.59,62.67,55.2
1528,4018401,1361734.0,472259.65206,2054040.30353,22.99,66.3,34.68
1529,4018402,1537531.0,594103.414366,2287905.79725,25.97,67.2,38.64
1530,4018501,644255.0,364937.565987,1060457.90555,34.41,60.75,56.64
1531,4018502,662769.0,425342.699249,1059000.84515,40.16,62.58,64.18
1532,4018600,1183245.0,374470.53763,1922308.54183,19.48,61.55,31.65
1533,4018700,1188594.0,556455.574274,2565345.2145,21.69,46.33,46.82
1534,4018800,1225262.0,314042.414099,1901478.54716,16.52,64.44,25.63
1535,4018900,1513269.0,1037073.51571,2343528.66028,44.25,64.57,68.53
1536,4019000,1345154.0,539918.80066,2026398.54459,26.64,66.38,40.14
1537,4019200,1365261.0,500169.313432,2141522.14793,23.36,63.75,36.64
1538,4019400,1936885.0,653581.26402,3230544.23674,20.23,59.96,33.74
1539,4019600,1576946.0,608083.299952,2402963.95572,25.31,65.63,38.56
1540,4019800,1387558.0,593583.196241,2231764.83232,26.6,62.17,42.78
1541,4019900,7193420.0,4094002.97639,17016560.0139,24.06,42.27,56.91
1542,4020200,806187.0,302652.068825,1570995.90146,19.26,51.32,37.54
1543,4020400,1669659.0,768831.76851,3087690.43144,24.9,54.07,46.05
1544,4020500,2913065.0,1398428.98863,6482333.0985,21.57,44.94,48.01
1545,4020600,920494.0,421454.715908,1626141.58037,25.92,56.61,45.79
1546,4020800,2868198.0,1435765.98334,5746083.68189,24.99,49.92,50.06
1547,4021200,1433925.0,863480.360316,2536195.91807,34.05,56.54,60.22
1548,4021400,2411555.0,1174544.81915,4031658.21724,29.13,59.82,48.7
1549,4021600,2694104.0,833556.604278,7046048.72596,11.83,38.24,30.94
1550,4021900,9607241.0,5118061.6715,13748707.0324,37.23,69.88,53.27
1551,4022001,2293834.0,781207.663922,4410449.79847,17.71,52.01,34.06
1552,4022002,2088007.0,860419.598506,3238336.61151,26.57,64.48,41.21
1553,4022900,10375342.0,607663.575588,14413152.7102,4.22,71.99,5.86
1554,4023000,1192996.0,478444.571396,1782960.1329,26.83,66.91,40.1
1555,4023200,2770142.0,993790.962851,3557225.33153,27.94,77.87,35.88
1556,4023500,1772368.0,1126647.95931,2754464.77674,40.9,64.35,63.57
1557,4023600,1160291.0,593361.900552,1897473.67024,31.27,61.15,51.14
1558,4023800,1055513.0,585267.590682,1686741.55303,34.7,62.58,55.45
1559,4024000,2029653.0,971400.423867,2901925.95983,33.47,69.94,47.86
1560,4024300,3585980.0,1654120.64446,5962308.02013,27.74,60.14,46.13
1561,4024500,1374871.0,597686.593586,2910939.83342,20.53,47.23,43.47
1562,4024600,1533416.0,388806.4107,3270870.424,11.89,46.88,25.36
1563,4024700,446476.0,215947.077953,1000045.87605,21.59,44.65,48.37
1564,4024900,1285672.0,729534.281433,2084057.35544,35.01,61.69,56.74
1565,4025100,1702883.0,770718.069609,2552973.88713,30.19,66.7,45.26
1566,4025301,774076.0,470039.167099,1370376.23825,34.3,56.49,60.72
1567,4025302,648316.0,410594.047218,1100605.04938,37.31,58.91,63.33
1568,4025400,4425686.0,1724316.13478,6798492.07215,25.36,65.1,38.96
1569,4025500,1258108.0,795539.536006,2351536.68919,33.83,53.5,63.23
1570,4025700,1001916.0,630521.209132,1621552.65397,38.88,61.79,62.93
1571,4025800,1459282.0,516839.67668,2280364.80017,22.66,63.99,35.42
1572,4025900,1152547.0,732708.85479,2014820.41004,36.37,57.2,63.57
1573,4026000,1363604.0,410701.699855,1920918.66084,21.38,70.99,30.12
1574,4026100,1482125.0,920196.464235,2384003.76615,38.6,62.17,62.09
1575,4026200,962267.0,318505.952758,1540114.87573,20.68,62.48,33.1
1576,4026300,1253087.0,709482.939836,2172037.4114,32.66,57.69,56.62
1577,4026400,1601840.0,528309.774825,2739605.16386,19.28,58.47,32.98
1578,4026500,1012173.0,560898.713998,1974553.38314,28.41,51.26,55.42
1579,4026600,1104578.0,413046.338007,1861807.64126,22.19,59.33,37.39
1580,4026700,1439070.0,921030.019325,2259540.12584,40.76,63.69,64.0
1581,4026901,809813.0,529905.408538,1230343.78835,43.07,65.82,65.44
1582,4026902,559505.0,354244.118204,844998.022486,41.92,66.21,63.31
1583,4027000,1228263.0,472096.043262,1992018.84128,23.7,61.66,38.44
1584,4027100,1080139.0,659415.016611,1496180.53818,44.07,72.19,61.05
1585,4027200,1167279.0,455189.444748,1653862.64626,27.52,70.58,39.0
1586,4027300,1564721.0,977987.61597,2316635.91817,42.22,67.54,62.5
1587,4027400,1108604.0,375051.804635,1546921.08573,24.25,71.67,33.83
1588,4027500,1271629.0,788859.08068,1911640.18792,41.27,66.52,62.04
1589,4027600,1066452.0,358906.021077,1708235.41035,21.01,62.43,33.65
1590,4027700,1269387.0,758604.705451,1876123.38283,40.43,67.66,59.76
1591,4027800,1284444.0,335077.129386,1887113.13334,17.76,68.06,26.09
1592,4027900,1306377.0,660756.497992,1913241.96981,34.54,68.28,50.58
1593,4028000,1208438.0,411541.079018,1775383.38743,23.18,68.07,34.06
1594,4028100,1285096.0,682254.353993,1877449.70744,36.34,68.45,53.09
1595,4028200,1274138.0,517777.82409,1960190.13305,26.41,65.0,40.64
1596,4028300,1288212.0,860139.325365,1913172.8992,44.96,67.33,66.77
1597,4028400,2850877.0,1050040.89569,4618712.40065,22.73,61.72,36.83
1598,4028500,1156275.0,548569.555414,1701419.41528,32.24,67.96,47.44
1599,4028700,1390819.0,815632.339639,2104983.11362,38.75,66.07,58.64
1600,4028800,6644626.0,1093562.12683,8797331.25483,12.43,75.53,16.46
1601,4028900,1200937.0,719332.808799,1859020.46313,38.69,64.6,59.9
1602,4029100,1573702.0,838391.511815,2757506.8396,30.4,57.07,53.28
1603,4029300,836700.0,448544.394414,1685392.72571,26.61,49.64,53.61
1604,4029400,7693248.0,2176538.92876,11455690.2362,19.0,67.16,28.29
1605,4029500,1276512.0,503679.834075,1972793.0638,25.53,64.71,39.46
1606,4029700,2662877.0,1483679.53179,5495566.56382,27.0,48.46,55.72
1607,4029900,3774069.0,526428.035926,4515403.27855,11.66,83.58,13.95
1608,4030600,219767355.0,12777520.3075,14405168.3435,88.7,1525.61,5.81
1609,4030902,2868047.0,1137110.4467,4454458.6623,25.53,64.39,39.65
1610,4030903,2567886.0,1112837.5601,3785525.77252,29.4,67.83,43.34
1611,4030904,2462515.0,887819.806927,4328478.14443,20.51,56.89,36.05
1612,4031700,3570370.0,1445239.17653,7587313.78022,19.05,47.06,40.48
1613,4032000,6317694.0,2611896.87474,11179976.0161,23.36,56.51,41.34
1614,4032700,1089524.0,579232.507519,1623732.5912,35.67,67.1,53.16
1615,4032800,2431421.0,634744.625576,3952889.77867,16.06,61.51,26.11
1616,4032900,2994003.0,1093337.18191,4703696.50051,23.24,63.65,36.52
1617,4033000,5843894.0,1863328.22461,8812000.37251,21.15,66.32,31.89
1618,4033100,29392782.0,2039360.09872,31527285.5908,6.47,93.23,6.94
1619,4033401,2997817.0,950649.198223,6034825.01283,15.75,49.68,31.71
1620,4033402,6685027.0,1376711.92286,8160746.67852,16.87,81.92,20.59
1621,4033700,1089720.0,549875.60323,1623669.21558,33.87,67.11,50.46
1622,4033900,1099171.0,533158.042917,1623371.59833,32.84,67.71,48.51
1623,4034700,2135751.0,788237.235067,3982039.4979,19.79,53.63,36.91
1624,4035100,974668.0,546586.149639,1498730.09549,36.47,65.03,56.08
1625,4035200,4211870.0,1415165.92379,6514364.169,21.72,64.66,33.6
1626,4035300,995630.0,515441.334294,1670746.1329,30.85,59.59,51.77
1627,4035700,3571533.0,1294722.9724,6503535.12191,19.91,54.92,36.25
1628,4035800,3836109.0,1278941.63258,5641713.79748,22.67,68.0,33.34
1629,4036100,1043657.0,464097.987189,1693934.95641,27.4,61.61,44.47
1630,4036300,936180.0,422340.402286,1449334.88849,29.14,64.59,45.11
1631,4036500,1154613.0,564141.271301,1787997.75905,31.55,64.58,48.86
1632,4036600,2447862.0,941264.851819,3983781.67175,23.63,61.45,38.45
1633,4036700,1358276.0,583816.468836,2109115.33496,27.68,64.4,42.98
1634,4036800,1671070.0,645184.666449,2511265.28918,25.69,66.54,38.61
1635,4037100,1106095.0,438266.173676,1941692.49161,22.57,56.97,39.62
1636,4037300,1152004.0,525305.39723,2570489.24647,20.44,44.82,45.6
1637,4037500,1031425.0,631638.163046,1649123.59276,38.3,62.54,61.24
1638,4037600,5591607.0,1727868.95216,8230896.92056,20.99,67.93,30.9
1639,4037700,1045974.0,519080.440519,1580389.22153,32.85,66.18,49.63
1640,4037900,1422358.0,733060.482223,2120846.44733,34.56,67.07,51.54
1641,4038100,1618339.0,745647.527071,3062918.88918,24.34,52.84,46.07
1642,4038301,5130560.0,936040.975093,6407119.97308,14.61,80.08,18.24
1643,4038302,51699417.0,1913171.89688,54759310.8272,3.49,94.41,3.7
1644,4038400,2124483.0,666256.474138,3206706.15323,20.78,66.25,31.36
1645,4039400,2561923.0,845723.057233,3749394.04015,22.56,68.33,33.01
1646,4039800,1401402.0,524438.488807,2164072.42045,24.23,64.76,37.42
1647,4039900,1085776.0,495670.451993,1819609.05144,27.24,59.67,45.65
1648,4040000,1268091.0,444538.142582,2112654.24603,21.04,60.02,35.06
1649,4040100,1518664.0,800880.020622,2267584.44527,35.32,66.97,52.74
1650,4040200,1531241.0,559539.653203,2352448.77113,23.79,65.09,36.54
1651,4040300,1446059.0,746448.896741,2137394.95431,34.92,67.66,51.62
1652,4040400,3341177.0,1190292.92898,5092779.1317,23.37,65.61,35.62
1653,4040500,927809.0,541587.079176,1393598.34545,38.86,66.58,58.37
1654,4040700,1427727.0,815833.215047,2147774.73122,37.99,66.47,57.14
1655,4040900,1118729.0,587366.785321,1641232.54966,35.79,68.16,52.5
1656,4041100,874465.0,452861.04892,1481730.57676,30.56,59.02,51.79
1657,4041300,1028151.0,512666.906527,1709061.30136,30.0,60.16,49.86
1658,4041400,3656886.0,1360242.28008,5132816.40318,26.5,71.25,37.2
1659,4041500,1244788.0,569546.350383,1866262.03297,30.52,66.7,45.75
1660,4042400,3249989.0,1057140.11567,5544421.1937,19.07,58.62,32.53
1661,4042600,5237490.0,355674.196757,5575765.6398,6.38,93.93,6.79
1662,4042700,1120671.0,568463.623087,1838967.67938,30.91,60.94,50.73
1663,4043200,1624551.0,465854.171033,2600532.49812,17.91,62.47,28.68
1664,4043400,1272864.0,462988.523253,2213959.9153,20.91,57.49,36.37
1665,4043701,886657.0,422048.48741,1615375.89078,26.13,54.89,47.6
1666,4043702,1213701.0,640726.114023,1951899.30061,32.83,62.18,52.79
1667,4043900,1131015.0,566709.301596,1772849.11114,31.97,63.8,50.11
1668,4044000,2679106.0,1015980.53028,4055561.19685,25.05,66.06,37.92
1669,4044301,851373.0,372627.151082,1437697.86661,25.92,59.22,43.77
1670,4044302,1646032.0,1009521.16375,2992542.39288,33.73,55.0,61.33
1671,4044400,4582928.0,3262664.67342,9708088.77454,33.61,47.21,71.19
1672,4044601,1688639.0,1249212.69581,2419638.94695,51.63,69.79,73.98
1673,4044602,1193849.0,596381.24871,1830580.37471,32.58,65.22,49.95
1674,4044800,1513506.0,581630.824441,2240965.72164,25.95,67.54,38.43
1675,4045000,1184675.0,503160.634087,1819154.15771,27.66,65.12,42.47
1676,4045200,1464476.0,321894.861858,2217107.87732,14.52,66.05,21.98
1677,4045400,2040907.0,666695.76051,2517110.83184,26.49,81.08,32.67
1678,4045500,1400700.0,631827.036765,1594376.57931,39.63,87.85,45.11
1679,4045600,951554.0,352240.691612,1696420.22215,20.76,56.09,37.02
1680,4045700,1128380.0,519251.825101,1620253.91001,32.05,69.64,46.02
1681,4045800,1894761.0,590748.725479,2638048.10128,22.39,71.82,31.18
1682,4045900,1002756.0,490726.341453,1473337.16604,33.31,68.06,48.94
1683,4046000,1383753.0,900744.291162,2381695.31835,37.82,58.1,65.09
1684,4046100,789967.0,448612.124146,1226622.434,36.57,64.4,56.79
1685,4046200,1704056.0,901132.049289,2685518.57885,33.56,63.45,52.88
1686,4046300,1122420.0,556807.70488,1710782.36033,32.55,65.61,49.61
1687,4046400,1566357.0,423446.137455,2430135.78454,17.42,64.46,27.03
1688,4046500,911491.0,504158.327348,1396723.10242,36.1,65.26,55.31
1689,4046600,1929093.0,591414.105209,2589134.11959,22.84,74.51,30.66
1690,4046700,1021427.0,596073.602213,1528977.78061,38.99,66.8,58.36
1691,4046800,1591334.0,791661.849774,2471077.98323,32.04,64.4,49.75
1692,4046900,1119184.0,677129.325445,1629557.55254,41.55,68.68,60.5
1693,4047000,1699297.0,776550.194785,2471021.54936,31.43,68.77,45.7
1694,4047100,1027374.0,500093.106218,1692064.8457,29.56,60.72,48.68
1695,4047200,3672526.0,954974.492045,5532951.50377,17.26,66.38,26.0
1696,4047300,1081586.0,652571.17004,1958959.65489,33.31,55.21,60.33
1697,4047500,1779241.0,871436.067988,3440538.9067,25.33,51.71,48.98
1698,4047600,3620086.0,845571.141814,5807728.67777,14.56,62.33,23.36
1699,4047800,5220975.0,1515332.03345,7028450.39994,21.56,74.28,29.02
1700,4047900,2374544.0,1099724.86695,4181150.28336,26.3,56.79,46.31
1701,4048000,1694103.0,665717.314554,2484765.36426,26.79,68.18,39.3
1702,4048100,1038248.0,531795.588912,1496671.33097,35.53,69.37,51.22
1703,4048200,1715097.0,562300.264732,2454003.58087,22.91,69.89,32.79
1704,4048300,1432526.0,631679.723189,2399980.59303,26.32,59.69,44.1
1705,4048400,3053986.0,1240067.5607,4466742.56934,27.76,68.37,40.6
1706,4048500,1989315.0,1054781.28138,3666289.00574,28.77,54.26,53.02
1707,4048900,2231209.0,1006864.33488,3743760.54742,26.89,59.6,45.13
1708,4049200,3222409.0,998093.742819,5157271.02492,19.35,62.48,30.97
1709,4049301,1194484.0,452105.30247,1764042.76764,25.63,67.71,37.85
1710,4049302,1797164.0,879828.48509,2966532.18251,29.66,60.58,48.96
1711,4049500,667717.0,283831.223471,1321263.62632,21.48,50.54,42.51
1712,4049600,1937301.0,795088.986636,2943686.95491,27.01,65.81,41.04
1713,4049700,1554803.0,638036.713942,2127232.70338,29.99,73.09,41.04
1714,4049900,2590034.0,1126310.38076,5062212.01805,22.25,51.16,43.49
1715,4050000,2231384.0,724267.516064,3612066.0979,20.05,61.78,32.46
1716,4050201,1207428.0,423177.833087,1810554.36802,23.37,66.69,35.05
1717,4050202,1086909.0,365379.169668,1645285.31402,22.21,66.06,33.62
1718,4050400,1524861.0,524053.330282,2327566.89971,22.52,65.51,34.37
1719,4050500,684537.0,302042.179279,1224020.37615,24.68,55.93,44.12
1720,4050600,1479532.0,518886.237895,2218356.93256,23.39,66.69,35.07
1721,4050700,2229283.0,853690.379475,3935014.90756,21.69,56.65,38.29
1722,4050800,1586664.0,703513.718175,2363416.27742,29.77,67.13,44.34
1723,4051000,1295197.0,457463.735336,1989781.12357,22.99,65.09,35.32
1724,4051100,1540797.0,571136.149429,3048433.92604,18.74,50.54,37.07
1725,4051200,2460803.0,909101.533247,4044798.63073,22.48,60.84,36.94
1726,4051300,1420625.0,563802.258745,2082794.29342,27.07,68.21,39.69
1727,4051500,1597554.0,664811.503376,2419820.73247,27.47,66.02,41.61
1728,4051600,1282417.0,494613.901056,1983892.44753,24.93,64.64,38.57
1729,4051700,1371695.0,593787.898258,2639981.84185,22.49,51.96,43.29
1730,4051800,1235831.0,487298.693658,1827884.20896,26.66,67.61,39.43
1731,4052000,1240752.0,518190.213128,1853857.83413,27.95,66.93,41.76
1732,4052100,1352734.0,682158.068417,2033478.61567,33.55,66.52,50.43
1733,4052200,1246820.0,402026.914292,1827899.34687,21.99,68.21,32.24
1734,4052400,1448922.0,529505.654407,2111656.3039,25.08,68.62,36.54
1735,4052500,1501884.0,722797.982713,2175165.12591,33.23,69.05,48.13
1736,4052600,1344980.0,498437.365465,1962757.76448,25.39,68.53,37.06
1737,4052800,1302388.0,468397.499368,1941631.02616,24.12,67.08,35.96
1738,4053000,1716474.0,601185.570982,2477580.92338,24.27,69.28,35.02
1739,4053100,2956984.0,1743485.4828,4558842.34543,38.24,64.86,58.96
1740,4053200,1311576.0,544629.808386,2043402.25549,26.65,64.19,41.52
1741,4053401,1812246.0,605602.203144,2799985.29399,21.63,64.72,33.42
1742,4053500,4025010.0,2431603.79674,5465859.14672,44.49,73.64,60.41
1743,4053601,1362245.0,473001.622187,2059465.98843,22.97,66.15,34.72
1744,4053800,1313608.0,480933.732327,2031701.23342,23.67,64.66,36.61
1745,4053900,4726212.0,1638362.33973,6525759.68907,25.11,72.42,34.67
1746,4054000,3678762.0,1344860.94692,5627808.74602,23.9,65.37,36.56
1747,4054200,3893077.0,1523166.02117,5824785.49092,26.15,66.84,39.12
1748,4054500,784830.0,509796.64767,1221365.56287,41.74,64.26,64.96
1749,4054700,901467.0,588601.079652,1390289.41571,42.34,64.84,65.29
1750,4054800,1667458.0,629885.842282,2423672.42694,25.99,68.8,37.78
1751,4054900,1118663.0,763674.121118,1767827.17131,43.2,63.28,68.27
1752,4055100,1065914.0,763837.831397,1669725.76685,45.75,63.84,71.66
1753,4055200,2134118.0,722856.080545,4393479.56895,16.45,48.57,33.87
1754,4055300,987248.0,728777.382048,1475828.66868,49.38,66.89,73.82
1755,4055400,1626170.0,561726.31566,2368771.90272,23.71,68.65,34.54
1756,4055500,1108415.0,808465.585527,1654116.33011,48.88,67.01,72.94
1757,4055600,1691367.0,601851.773668,2442153.38632,24.64,69.26,35.58
1758,4055700,1543177.0,904530.242856,2577327.08316,35.1,59.88,58.61
1759,4055800,1391760.0,508836.60364,2070613.57572,24.57,67.21,36.56
1760,4055900,1071623.0,733202.370401,1757229.9858,41.72,60.98,68.42
1761,4056000,1446345.0,521736.29305,2300762.96909,22.68,62.86,36.07
1762,4056100,20661448.0,146504.863407,31235035.6038,0.47,66.15,0.71
1763,4056200,1146572.0,407927.870132,1729177.39076,23.59,66.31,35.58
1764,4056400,1312473.0,485903.251292,2025524.24569,23.99,64.8,37.02
1765,4056500,2997669.0,375725.346931,1301402.31468,28.87,230.34,12.53
1766,4056600,1380072.0,517946.708021,2097114.19117,24.7,65.81,37.53
1767,4056700,4424969.0,1110015.74408,3355837.11499,33.08,131.86,25.09
1768,4056800,4780439.0,2036552.21144,9138742.14842,22.28,52.31,42.6
1769,4057700,1355238.0,806103.853798,2030058.44917,39.71,66.76,59.48
1770,4057900,482952.0,319760.97349,743111.091483,43.03,64.99,66.21
1771,4058000,3315520.0,1017687.23287,5917014.34363,17.2,56.03,30.69
1772,4058100,956960.0,571763.825261,1549682.73906,36.9,61.75,59.75
1773,4058200,4468104.0,1322013.62086,6066864.69113,21.79,73.65,29.59
1774,4058300,1026960.0,666328.208891,1528044.18903,43.61,67.21,64.88
1775,4058500,1205418.0,784276.744746,1842457.07731,42.57,65.42,65.06
1776,4058700,1045466.0,640074.678246,1549455.35843,41.31,67.47,61.22
1777,4058900,1155061.0,701545.953804,1780244.76189,39.41,64.88,60.74
1778,4059000,1079001.0,342946.133459,1702017.06768,20.15,63.4,31.78
1779,4059100,1473630.0,911138.108649,2174921.35472,41.89,67.76,61.83
1780,4059200,1227347.0,355533.736604,2441953.79331,14.56,50.26,28.97
1781,4059300,1870436.0,968758.005892,2719007.52044,35.63,68.79,51.79
1782,4059400,1620663.0,505684.005099,2389902.25565,21.16,67.81,31.2
1783,4059500,2749772.0,1448103.61987,4206657.72842,34.42,65.37,52.66
1784,4059600,1392438.0,507979.305002,2094112.16031,24.26,66.49,36.48
1785,4059800,1471195.0,519768.609129,2227865.35712,23.33,66.04,35.33
1786,4059900,959485.0,434280.566802,1368119.25702,31.74,70.13,45.26
1787,4060000,1273934.0,441714.39091,1902339.45146,23.22,66.97,34.67
1788,4060100,1052763.0,545470.64218,1661594.13162,32.83,63.36,51.81
1789,4060300,1285787.0,588700.02192,1952653.17791,30.15,65.85,45.79
1790,4060600,1551475.0,509622.449556,2317297.13455,21.99,66.95,32.85
1791,4060701,4819375.0,44947.0457304,7642774.56143,0.59,63.06,0.93
1792,4060800,1542213.0,502991.484532,2271701.66171,22.14,67.89,32.61
1793,4061000,1649158.0,397642.809266,2619530.99097,15.18,62.96,24.11
1794,4061200,1875067.0,566765.849468,2830128.08102,20.03,66.25,30.23
1795,4061301,4420250.0,2416087.63822,7603813.96104,31.77,58.13,54.66
1796,4061302,1982676.0,110118.085616,5511490.9438,2.0,35.97,5.55
1797,4061400,1590356.0,441109.669695,2772036.23032,15.91,57.37,27.74
1798,4061601,2753747.0,822352.349427,4099344.35201,20.06,67.18,29.86
1799,4061602,1880560.0,554564.51027,4551815.71484,12.18,41.31,29.49
1800,4061800,1787268.0,600091.917101,2600060.24181,23.08,68.74,33.58
1801,4061900,1682691.0,855446.288918,2553231.1982,33.5,65.9,50.84
1802,4062000,1653778.0,555905.010723,2387805.54613,23.28,69.26,33.61
1803,4062100,1837672.0,981615.679882,2794906.7802,35.12,65.75,53.42
1804,4062200,2412077.0,760122.925214,4707928.64988,16.15,51.23,31.51
1805,4062300,1118226.0,554905.758037,1688804.22897,32.86,66.21,49.62
1806,4062400,4799645.0,5406.35706012,5374590.64009,0.1,89.3,0.11
1807,4062500,1411683.0,710521.7397,2137199.18334,33.25,66.05,50.33
1808,4062600,3158351.0,942499.072375,4664112.65696,20.21,67.72,29.84
1809,4062700,1141033.0,673788.818322,1693386.28473,39.79,67.38,59.05
1810,4062900,8754629.0,790948.5555,1987643.0418,39.79,440.45,9.03
1811,4063000,1400127.0,565089.049652,2071306.60555,27.28,67.6,40.36
1812,4063200,2101654.0,857436.408631,3194843.82039,26.84,65.78,40.8
1813,4063301,963253.0,485710.535375,1450127.28011,33.49,66.43,50.42
1814,4063302,996021.0,520041.345038,1493062.63885,34.83,66.71,52.21
1815,4063500,1421348.0,705720.645775,2043270.96231,34.54,69.56,49.65
1816,4063700,5298338.0,2523101.2675,7452670.46055,33.85,71.09,47.62
1817,4063800,3942795.0,1260221.99565,7458347.97624,16.9,52.86,31.96
1818,4063900,1466917.0,693396.910457,2596569.41161,26.7,56.49,47.27
1819,4064101,546455.0,244589.613208,847568.514963,28.86,64.47,44.76
1820,4064102,12447836.0,89620.2316184,24072631.3716,0.37,51.71,0.72
1821,4064500,2139191.0,949522.9469,3401311.26074,27.92,62.89,44.39
1822,4064600,2882566.0,974905.763378,4377809.6663,22.27,65.84,33.82
1823,4065000,2776438.0,917299.157713,4304602.04059,21.31,64.5,33.04
1824,4065400,4134896.0,835521.081636,7524020.01852,11.1,54.96,20.21
1825,4065501,11899500.0,158134.431902,8754287.66111,1.81,135.93,1.33
1826,4065600,4410099.0,1204413.24141,6285591.69295,19.16,70.16,27.31
1827,4065702,2775982.0,528496.451746,1547771.95784,34.15,179.35,19.04
1828,4065703,2032558.0,838761.787985,2889534.88477,29.03,70.34,41.27
1829,4065900,1346799.0,543618.571638,2083719.94666,26.09,64.63,40.36
1830,4066000,2879085.0,828793.300784,4160670.29277,19.92,69.2,28.79
1831,4066100,968425.0,388531.77184,1439518.86492,26.99,67.27,40.12
1832,4066300,4001391.0,841732.248503,5674137.77505,14.83,70.52,21.04
1833,4066400,236363463.0,13563748.7225,31608145.0787,42.91,747.79,5.74
1834,4066501,2101569.0,816906.950773,3506275.54337,23.3,59.94,38.87
1835,4066701,1810754.0,753180.890417,2769361.31796,27.2,65.39,41.59
1836,4066900,1095895.0,427881.047599,1723437.32518,24.83,63.59,39.04
1837,4067100,1658807.0,682063.905594,2465973.77525,27.66,67.27,41.12
1838,4067700,1311230.0,564085.73464,2001637.18721,28.18,65.51,43.02
1839,4067900,1793417.0,736195.195051,2727322.84997,26.99,65.76,41.05
1840,4068000,4278837.0,1413944.11714,8262298.58073,17.11,51.79,33.05
1841,4068200,1268843.0,457934.028676,2492489.84927,18.37,50.91,36.09
1842,4068300,1354746.0,897098.760574,2607835.30827,34.4,51.95,66.22
1843,4068700,1406214.0,697967.236103,2848080.18681,24.51,49.37,49.63
1844,4069000,2357051.0,898733.396056,3778477.48362,23.79,62.38,38.13
1845,4069300,911000.0,547067.433946,1451117.02801,37.7,62.78,60.05
1846,4069400,2514677.0,853722.373078,5637861.2409,15.14,44.6,33.95
1847,4069500,1376511.0,648248.573678,2295318.68703,28.24,59.97,47.09
1848,4069701,747537.0,458195.882964,1387032.07296,33.03,53.89,61.29
1849,4069702,3134442.0,1175087.93724,4839267.59477,24.28,64.77,37.49
1850,4070300,1379932.0,589252.795262,2596104.52697,22.7,53.15,42.7
1851,4070700,1538302.0,670307.66779,2389558.76604,28.05,64.38,43.57
1852,4070900,1560623.0,603137.023324,2364591.21998,25.51,66.0,38.65
1853,4071100,1841302.0,1126476.16554,3951124.59091,28.51,46.6,61.18
1854,4071303,931208.0,616468.905879,1571444.17762,39.23,59.26,66.2
1855,4071304,1117423.0,574629.196173,1762224.52827,32.61,63.41,51.42
1856,4071305,905620.0,433253.014403,1418825.2503,30.54,63.83,47.84
1857,4071306,1206670.0,657188.375593,1839246.72615,35.73,65.61,54.46
1858,4071600,228439001.0,10987691.8362,196234086.749,5.6,116.41,4.81
1859,4071701,1171298.0,614853.380037,2185993.8473,28.13,53.58,52.49
