,CensusTract,LotArea,FootPrint,FloorSpace,AssessLand,SurfaceArea,Neighborhood,land-lot,lot-fp,s,p,f,l,r
231,1022500,956685.0,644781.155429,4104616.0,13960917.0,2960365.53193,Hamilton Heights,2003680.53193,311903.844571,1.3865,0.2178,6.3659,0.3232,0.674
232,1022600,927397.0,584693.871974,2505835.0,16020564.0,1642680.57782,Central Harlem North-Polo Grounds,715283.57782,342703.128026,1.5255,0.3559,4.2857,0.5646,0.6305
233,1022700,978306.0,649676.569557,2968000.0,14309687.0,1621656.29959,Hamilton Heights,643350.29959,328629.430443,1.8302,0.4006,4.5684,0.6033,0.6641
234,1022800,1127654.0,725028.184314,3150300.0,21321245.0,1944083.40176,Central Harlem North-Polo Grounds,816429.40176,402625.815686,1.6205,0.3729,4.3451,0.58,0.643
235,1022900,862456.0,614065.856887,3396690.0,13030573.0,2186915.9039,Hamilton Heights,1324459.9039,248390.143113,1.5532,0.2808,5.5315,0.3944,0.712
236,1023000,1123206.0,675521.619183,3808146.0,25981741.0,1869850.52805,Central Harlem North-Polo Grounds,746644.52805,447684.380817,2.0366,0.3613,5.6373,0.6007,0.6014
237,1023100,1486116.0,623548.327297,2969593.0,17367976.0,1962710.70506,Hamilton Heights,476594.70506,862567.672703,1.513,0.3177,4.7624,0.7572,0.4196
238,1023200,1117427.0,680817.124563,3654544.0,25196992.0,1943146.28398,Central Harlem North-Polo Grounds,825719.28398,436609.875437,1.8807,0.3504,5.3679,0.5751,0.6093
239,1023300,1776946.0,594437.550108,2834093.0,14559666.0,2535522.34399,Hamilton Heights,758576.34399,1182508.44989,1.1178,0.2344,4.7677,0.7008,0.3345
240,1023400,731791.0,495983.300649,2874462.0,33263458.0,1164816.98101,Central Harlem North-Polo Grounds,433025.98101,235807.699351,2.4677,0.4258,5.7955,0.6282,0.6778
241,1023501,1415771.0,559547.851912,2966630.0,15882448.0,1929059.38953,Hamilton Heights,513288.38953,856223.148088,1.5379,0.2901,5.3018,0.7339,0.3952
242,1023502,236222.0,169982.357456,849431.0,4384779.0,447807.635626,Central Harlem North-Polo Grounds,211585.635626,66239.642544,1.8969,0.3796,4.9972,0.5275,0.7196
243,1023600,1668726.0,641394.077322,3851351.0,25710956.0,2828013.83803,Central Harlem North-Polo Grounds,1159287.83803,1027331.92268,1.3619,0.2268,6.0047,0.5901,0.3844
244,1023700,1519465.0,588088.750109,2923015.0,14980906.0,2897558.15657,Hamilton Heights,1378093.15657,931376.249891,1.0088,0.203,4.9704,0.5244,0.387
247,1023900,397710.0,202629.614418,1127465.0,7160426.0,687269.036218,Washington Heights South,289559.036218,195080.385582,1.6405,0.2948,5.5642,0.5787,0.5095
248,1024000,13300030.0,602297.303092,95823.0,26655300.0,23466537.5624,park-cemetery-etc-Manhattan,10166507.5624,12697732.6969,0.0041,0.0257,0.1591,0.5668,0.0453
249,1024100,942603.0,637715.208243,4212968.0,21432411.0,1874161.11073,Washington Heights South,931558.11073,304887.791757,2.2479,0.3403,6.6063,0.5029,0.6765
250,1024200,1120551.0,623972.773199,2821712.0,25910131.0,3735142.84052,East Harlem North,2614591.84052,496578.226801,0.7554,0.1671,4.5222,0.3,0.5568
251,1024301,646725.0,371359.147678,1733254.0,10817859.0,1131945.00498,Washington Heights South,485220.00498,275365.852322,1.5312,0.3281,4.6673,0.5713,0.5742
252,1024302,1511932.0,251037.486807,3474856.0,23721750.0,2272412.31975,Central Harlem North-Polo Grounds,760480.31975,1260894.51319,1.5291,0.1105,13.842,0.6653,0.166
253,1024500,1349334.0,935185.590149,5202223.0,23767111.0,2282409.82339,Washington Heights South,933075.82339,414148.409851,2.2793,0.4097,5.5628,0.5912,0.6931
254,1024700,1037686.0,638715.708285,3820496.0,16889027.0,2736091.26924,Washington Heights South,1698405.26924,398970.291715,1.3963,0.2334,5.9815,0.3793,0.6155
255,1024900,336260.0,169046.404076,721725.0,6379236.0,652856.308287,Washington Heights South,316596.308287,167213.595924,1.1055,0.2589,4.2694,0.5151,0.5027
256,1025100,940641.0,671656.764866,5823440.0,21186610.0,1715989.09463,Washington Heights South,775348.09463,268984.235134,3.3936,0.3914,8.6703,0.5482,0.714
257,1025300,1053406.0,759214.688832,3836131.0,18516936.0,1822960.36207,Washington Heights South,769554.36207,294191.311168,2.1043,0.4165,5.0528,0.5779,0.7207
258,1025500,1700972.0,992581.477842,10696037.0,39597300.0,4756105.97953,Washington Heights South,3055133.97953,708390.522158,2.2489,0.2087,10.776,0.3576,0.5835
259,1025700,878782.0,637817.044382,3119889.0,29267189.0,1550590.20006,Central Harlem South,671808.20006,240964.955618,2.0121,0.4113,4.8915,0.5667,0.7258
260,1025900,422454.0,303305.923034,1946698.0,10303355.0,812329.673652,Central Harlem North-Polo Grounds,389875.673652,119148.076966,2.3964,0.3734,6.4183,0.5201,0.718
261,1026100,904624.0,650002.479507,3653784.0,14406032.0,1681539.12174,Washington Heights South,776915.12174,254621.520493,2.1729,0.3866,5.6212,0.538,0.7185
262,1026300,856235.0,647565.387851,3483310.0,17652776.0,1691892.01342,Washington Heights South,835657.01342,208669.612149,2.0588,0.3827,5.3791,0.5061,0.7563
263,1026500,841065.0,636640.40636,3298287.0,13534200.0,2068027.66415,Washington Heights South,1226962.66415,204424.59364,1.5949,0.3078,5.1808,0.4067,0.7569
264,1026700,311219.0,188632.988223,1085783.0,4138650.0,518771.594333,Washington Heights North,207552.594333,122586.011777,2.093,0.3636,5.7561,0.5999,0.6061
265,1026900,1045186.0,779871.84125,3287908.0,17533997.0,1889655.62123,Washington Heights North,844469.62123,265314.15875,1.74,0.4127,4.216,0.5531,0.7462
266,1027100,1231042.0,842600.800207,3800168.0,27945650.0,2076588.58429,Washington Heights North,845546.58429,388441.199793,1.83,0.4058,4.51,0.5928,0.6845
267,1027300,1169158.0,659428.771651,3621106.0,19295572.0,1903506.22995,Washington Heights North,734348.22995,509729.228349,1.9023,0.3464,5.4913,0.6142,0.564
268,1027500,2452774.0,249946.235775,1906546.0,26362715.0,2946540.96606,Washington Heights North,493766.96606,2202827.76423,0.647,0.0848,7.6278,0.8324,0.1019
269,1027700,1164483.0,575038.668606,3096913.0,15927300.0,1760155.84136,Washington Heights North,595672.84136,589444.331394,1.7595,0.3267,5.3856,0.6616,0.4938
270,1027900,1087391.0,710867.236223,3871030.0,14697358.0,1940050.62819,Washington Heights North,852659.62819,376523.763777,1.9953,0.3664,5.4455,0.5605,0.6537
272,1028300,1048976.0,491308.039916,3239107.0,12773028.0,1623888.60271,Washington Heights North,574912.60271,557667.960084,1.9947,0.3026,6.5928,0.646,0.4684
273,1028500,785752.0,529864.699713,2534585.0,11997250.0,1314114.37658,Washington Heights North,528362.37658,255887.300287,1.9287,0.4032,4.7835,0.5979,0.6743
274,1028700,5440877.0,569256.960167,2205953.0,75888450.0,5710876.56923,Washington Heights North,269999.56923,4871620.03983,0.3863,0.0997,3.8751,0.9527,0.1046
275,1029100,1279075.0,810401.758444,3734774.0,17196746.0,2018145.03476,Marble Hill-Inwood,739070.03476,468673.241556,1.8506,0.4016,4.6085,0.6338,0.6336
276,1029300,1025263.0,686516.641454,2874667.0,13569692.0,1690644.7008,Marble Hill-Inwood,665381.7008,338746.358546,1.7003,0.4061,4.1873,0.6064,0.6696
277,1029500,919927.0,578961.348272,3147097.0,14263734.0,1460098.43677,Marble Hill-Inwood,540171.43677,340965.651728,2.1554,0.3965,5.4358,0.63,0.6294
278,1029700,1237200.0,198328.859776,626645.0,22588200.0,9961849.11884,park-cemetery-etc-Manhattan,8724649.11884,1038871.14022,0.0629,0.0199,3.1596,0.1242,0.1603
279,1029900,2272989.0,1036647.2729,2600722.0,26692650.0,6687564.17556,Marble Hill-Inwood,4414575.17556,1236341.7271,0.3889,0.155,2.5088,0.3399,0.4561
280,1030300,644253.0,440706.660065,2391498.0,9927108.0,1685782.38139,Marble Hill-Inwood,1041529.38139,203546.339935,1.4186,0.2614,5.4265,0.3822,0.6841
281,1030700,538931.0,328802.852364,1927529.0,7840913.0,908014.729849,Marble Hill-Inwood,369083.729849,210128.147636,2.1228,0.3621,5.8623,0.5935,0.6101
282,1030900,3206056.0,1143879.60069,4421944.0,47308454.0,3282243.12217,Marble Hill-Inwood,76187.12217,2062176.39931,1.3472,0.3485,3.8657,0.9768,0.3568
283,1031100,3301550.0,36664.2088623,60358.0,23717700.0,7795233.95899,park-cemetery-etc-Manhattan,4493683.95899,3264885.79114,0.0077,0.0047,1.6462,0.4235,0.0111
284,1031703,976960.0,816224.43331,15189612.0,345826813.0,2571696.4343,Battery Park City-Lower Manhattan,1594736.4343,160735.56669,5.9065,0.3174,18.6096,0.3799,0.8355
285,1031704,1839642.0,592162.697934,7217191.0,277360711.0,2352286.24138,Battery Park City-Lower Manhattan,512644.24138,1247479.30207,3.0682,0.2517,12.1879,0.7821,0.3219
286,1031900,945425.0,40707.4851031,945425.0,127100700.0,1080130.34144,park-cemetery-etc-Manhattan,134705.34144,904717.514897,0.8753,0.0377,23.2248,0.8753,0.0431
287,2000100,17825000.0,3627904.49173,5502107.0,87499350.0,18154596.1687,Rikers Island,329596.1687,14197095.5083,0.3031,0.1998,1.5166,0.9818,0.2035
288,2000200,2347495.0,1016219.7442,1689098.0,7543580.0,5050182.71191,Soundview-Castle Hill-Clason Point-Harding Park,2702687.71191,1331275.2558,0.3345,0.2012,1.6621,0.4648,0.4329
289,2000400,4092933.0,1156560.05168,2278495.0,15685055.0,8551573.02668,Soundview-Castle Hill-Clason Point-Harding Park,4458640.02668,2936372.94832,0.2664,0.1352,1.9701,0.4786,0.2826
290,2001600,2908510.0,858366.371855,3750627.0,13252973.0,5221332.29582,Soundview-Castle Hill-Clason Point-Harding Park,2312822.29582,2050143.62814,0.7183,0.1644,4.3695,0.557,0.2951
291,2001900,6351608.0,3588365.63287,7372384.0,31666933.0,17964480.9591,Mott Haven-Port Morris,11612872.9591,2763242.36713,0.4104,0.1997,2.0545,0.3536,0.565
292,2002000,2970672.0,935822.272274,2998962.0,14060236.0,4270706.7064,Soundview-Castle Hill-Clason Point-Harding Park,1300034.7064,2034849.72773,0.7022,0.2191,3.2046,0.6956,0.315
293,2002300,821949.0,176529.575061,2638633.0,3489630.0,1126747.39186,Mott Haven-Port Morris,304798.39186,645419.424939,2.3418,0.1567,14.9473,0.7295,0.2148
294,2002500,776854.0,407071.703299,2873648.0,3917177.0,1373985.98595,Mott Haven-Port Morris,597131.98595,369782.296701,2.0915,0.2963,7.0593,0.5654,0.524
295,2002701,527127.0,189715.107798,1448132.0,2408069.0,877836.876769,Mott Haven-Port Morris,350709.876769,337411.892202,1.6497,0.2161,7.6332,0.6005,0.3599
296,2002702,937093.0,586334.20007,1783412.0,4949377.0,1674949.6113,Mott Haven-Port Morris,737856.6113,350758.79993,1.0648,0.3501,3.0416,0.5595,0.6257
297,2002800,1850527.0,516664.395224,3113346.0,11177596.0,4715453.73064,Soundview-Castle Hill-Clason Point-Harding Park,2864926.73064,1333862.60478,0.6602,0.1096,6.0259,0.3924,0.2792
298,2003100,700135.0,517351.165365,1267637.0,3985734.0,1680016.28445,Mott Haven-Port Morris,979881.28445,182783.834635,0.7545,0.3079,2.4502,0.4167,0.7389
299,2003300,818024.0,454139.896563,1739192.0,3713518.0,1639977.74021,Mott Haven-Port Morris,821953.74021,363884.103437,1.0605,0.2769,3.8296,0.4988,0.5552
300,2003500,930107.0,566990.833158,1851141.0,5059059.0,1525330.72751,Mott Haven-Port Morris,595223.72751,363116.166842,1.2136,0.3717,3.2649,0.6098,0.6096
