,CensusTract,LotArea,FootPrint,FloorSpace,AssessLand,SurfaceArea,Neighborhood,land-lot,lot-fp,s,p,f,l,r
1766,4057900,482952.0,319760.97349,713185.0,2359589.0,743111.091483,Glendale,260159.091483,163191.02651,0.9597,0.4303,2.2304,0.6499,0.6621
1767,4058000,3299168.0,1013486.03083,1282970.0,10714098.0,5917014.34363,Queens Village,2617846.34363,2285681.96917,0.2168,0.1713,1.2659,0.5576,0.3072
1768,4058100,953776.0,570140.941156,1305481.0,6256070.0,1549682.73906,Ridgewood,595906.73906,383635.058844,0.8424,0.3679,2.2898,0.6155,0.5978
1769,4058200,4432106.0,1314230.62071,1867742.0,20735259.0,6066864.69113,Queens Village,1634758.69113,3117875.37929,0.3079,0.2166,1.4212,0.7305,0.2965
1770,4058300,1026960.0,666328.208891,1786571.0,6860135.0,1528044.18903,Ridgewood,501084.18903,360631.791109,1.1692,0.4361,2.6812,0.6721,0.6488
1771,4058500,1205418.0,784276.744746,1898346.0,7864167.0,1842457.07731,Ridgewood,637039.07731,421141.255254,1.0303,0.4257,2.4205,0.6542,0.6506
1772,4058700,1040363.0,638990.571572,1582600.0,5831364.0,1549455.35843,Ridgewood,509092.35843,401372.428428,1.0214,0.4124,2.4767,0.6714,0.6142
1773,4058900,1134640.0,686068.100893,1691281.0,7571530.0,1780244.76189,Ridgewood,645604.76189,448571.899107,0.95,0.3854,2.4652,0.6374,0.6047
1774,4059000,1053515.0,341107.674752,425037.0,3586068.0,1702017.06768,Cambria Heights,648502.06768,712407.325248,0.2497,0.2004,1.246,0.619,0.3238
1775,4059100,1465730.0,908814.843215,1866596.0,9615398.0,2174921.35472,Ridgewood,709191.35472,556915.156785,0.8582,0.4179,2.0539,0.6739,0.62
1776,4059200,1227347.0,355533.736604,417101.0,3965178.0,2441953.79331,Cambria Heights,1214606.79331,871813.263396,0.1708,0.1456,1.1732,0.5026,0.2897
1777,4059300,1847459.0,963670.6239,1991872.0,11104379.0,2719007.52044,Ridgewood,871548.52044,883788.3761,0.7326,0.3544,2.067,0.6795,0.5216
1778,4059400,1620663.0,505684.005099,640099.0,5843148.0,2389902.25565,Cambria Heights,769239.25565,1114978.9949,0.2678,0.2116,1.2658,0.6781,0.312
1779,4059500,2608251.0,1421415.38348,3134803.0,16994282.0,4206657.72842,Ridgewood,1598406.72842,1186835.61652,0.7452,0.3379,2.2054,0.62,0.545
1780,4059600,1384438.0,507035.47139,706411.0,6492722.0,2094112.16031,Cambria Heights,709674.16031,877402.52861,0.3373,0.2421,1.3932,0.6611,0.3662
1781,4059800,1471195.0,519768.609129,829808.0,7647985.0,2227865.35712,Cambria Heights,756670.35712,951426.390871,0.3725,0.2333,1.5965,0.6604,0.3533
1782,4059900,949886.0,434050.337282,833842.0,4850789.0,1368119.25702,Maspeth,418233.25702,515835.662718,0.6095,0.3173,1.9211,0.6943,0.4569
1783,4060000,1266414.0,441099.013496,541578.0,5422432.0,1902339.45146,Cambria Heights,635925.45146,825314.986504,0.2847,0.2319,1.2278,0.6657,0.3483
1784,4060100,1050243.0,545128.552349,921529.0,5821317.0,1661594.13162,Maspeth,611351.13162,505114.447651,0.5546,0.3281,1.6905,0.6321,0.519
1785,4060300,1252780.0,584999.184803,933742.0,11324956.0,1952653.17791,Middle Village,699873.17791,667780.815197,0.4782,0.2996,1.5961,0.6416,0.467
1786,4060600,1541200.0,509141.500217,555407.0,5955316.0,2317297.13455,Cambria Heights,776097.13455,1032058.49978,0.2397,0.2197,1.0909,0.6651,0.3304
1787,4060701,4819375.0,44947.0457304,7350.0,6048450.0,7642774.56143,Middle Village,2823399.56143,4774427.95427,0.001,0.0059,0.1635,0.6306,0.0093
1788,4060800,1542213.0,502991.484532,612196.0,6338683.0,2271701.66171,Cambria Heights,729488.66171,1039221.51547,0.2695,0.2214,1.2171,0.6789,0.3261
1789,4061000,1649158.0,397642.809266,485640.0,5940995.0,2619530.99097,Cambria Heights,970372.99097,1251515.19073,0.1854,0.1518,1.2213,0.6296,0.2411
1790,4061200,1875067.0,566765.849468,622517.0,6003489.0,2830128.08102,Cambria Heights,955061.08102,1308301.15053,0.22,0.2003,1.0984,0.6625,0.3023
1791,4061301,3867979.0,2342289.4326,5000622.0,39119914.0,7603813.96104,Ridgewood,3735834.96104,1525689.5674,0.6576,0.308,2.1349,0.5087,0.6056
1792,4061302,1979008.0,108945.558903,243069.0,9125424.0,5511490.9438,Ridgewood,3532482.9438,1870062.4411,0.0441,0.0198,2.2311,0.3591,0.0551
1793,4061400,1590356.0,441109.669695,556301.0,6283142.0,2772036.23032,Cambria Heights,1181680.23032,1149246.33031,0.2007,0.1591,1.2611,0.5737,0.2774
1794,4061601,2699747.0,821576.266986,851659.0,8048119.0,4099344.35201,Laurelton,1399597.35201,1878170.73301,0.2078,0.2004,1.0366,0.6586,0.3043
1795,4061602,1861415.0,546815.715357,831112.0,7467558.0,4551815.71484,Rosedale,2690400.71484,1314599.28464,0.1826,0.1201,1.5199,0.4089,0.2938
1796,4061800,1787268.0,600091.917101,852227.0,8803786.0,2600060.24181,Laurelton,812792.24181,1187176.0829,0.3278,0.2308,1.4202,0.6874,0.3358
1797,4061900,1654610.0,845883.710648,1543694.0,11386959.0,2553231.1982,Middle Village,898621.1982,808726.289352,0.6046,0.3313,1.8249,0.648,0.5112
1798,4062000,1653778.0,555905.010723,679541.0,5753548.0,2387805.54613,Laurelton,734027.54613,1097872.98928,0.2846,0.2328,1.2224,0.6926,0.3361
1799,4062100,1832746.0,980272.717466,1622837.0,14322598.0,2794906.7802,Middle Village,962160.7802,852473.282534,0.5806,0.3507,1.6555,0.6557,0.5349
1800,4062200,2412077.0,760122.925214,840502.0,8800767.0,4707928.64988,Cambria Heights,2295851.64988,1651954.07479,0.1785,0.1615,1.1057,0.5123,0.3151
1801,4062300,1096945.0,544832.824435,924754.0,8540727.0,1688804.22897,Glendale,591859.22897,552112.175565,0.5476,0.3226,1.6973,0.6495,0.4967
1802,4062400,4799645.0,5406.35706012,3447.0,13648500.0,5374590.64009,park-cemetery-etc-Queens,574945.64009,4794238.64294,0.0006,0.001,0.6376,0.893,0.0011
1803,4062500,1404136.0,708505.597067,1308688.0,9534668.0,2137199.18334,Glendale,733063.18334,695630.402933,0.6123,0.3315,1.8471,0.657,0.5046
1804,4062600,3140124.0,941136.482595,1136445.0,11142502.0,4664112.65696,Laurelton,1523988.65696,2198987.51741,0.2437,0.2018,1.2075,0.6733,0.2997
1805,4062700,1129161.0,664306.537598,1229511.0,8339576.0,1693386.28473,Glendale,564225.28473,464854.462402,0.7261,0.3923,1.8508,0.6668,0.5883
1807,4063000,1400127.0,565089.049652,753138.0,6807495.0,2071306.60555,Laurelton,671179.60555,835037.950348,0.3636,0.2728,1.3328,0.676,0.4036
1808,4063200,2085254.0,852615.907206,1087483.0,11444447.0,3194843.82039,Laurelton,1109589.82039,1232638.09279,0.3404,0.2669,1.2755,0.6527,0.4089
1809,4063301,963253.0,485710.535375,975451.0,8371336.0,1450127.28011,Glendale,486874.28011,477542.464625,0.6727,0.3349,2.0083,0.6643,0.5042
1810,4063302,980807.0,517084.719654,819334.0,6426226.0,1493062.63885,Glendale,512255.63885,463722.280346,0.5488,0.3463,1.5845,0.6569,0.5272
1811,4063500,1414032.0,704543.493071,1374611.0,9881657.0,2043270.96231,Glendale,629238.96231,709488.506929,0.6728,0.3448,1.9511,0.692,0.4983
1812,4063700,5047177.0,2519750.85857,4362548.0,43726829.0,7452670.46055,Glendale,2405493.46055,2527426.14143,0.5854,0.3381,1.7313,0.6772,0.4992
1813,4063800,3922125.0,1256065.15822,1553327.0,13094203.0,7458347.97624,Rosedale,3536222.97624,2666059.84178,0.2083,0.1684,1.2367,0.5259,0.3203
1814,4063900,1460375.0,691909.512175,1521191.0,10309162.0,2596569.41161,Glendale,1136194.41161,768465.487825,0.5858,0.2665,2.1985,0.5624,0.4738
1815,4064101,546135.0,244044.464041,1087528.0,4712393.0,847568.514963,Woodhaven,301433.514963,302090.535959,1.2831,0.2879,4.4563,0.6444,0.4469
1816,4064102,12447836.0,89620.2316184,67260.0,135183071.0,24072631.3716,park-cemetery-etc-Queens,11624795.3716,12358215.7684,0.0028,0.0037,0.7505,0.5171,0.0072
1817,4064500,2139191.0,949522.9469,1557078.0,17811720.0,3401311.26074,Forest Hills,1262120.26074,1189668.0531,0.4578,0.2792,1.6399,0.6289,0.4439
1818,4064600,2877566.0,974018.6124,1293006.0,10619939.0,4377809.6663,Laurelton,1500243.6663,1903547.3876,0.2954,0.2225,1.3275,0.6573,0.3385
1819,4065000,2766438.0,915666.505321,1233650.0,9622113.0,4304602.04059,Laurelton,1538164.04059,1850771.49468,0.2866,0.2127,1.3473,0.6427,0.331
1820,4065400,4134896.0,835521.081636,1198846.0,21819276.0,7524020.01852,Rosedale,3389124.01852,3299374.91836,0.1593,0.111,1.4348,0.5496,0.2021
1821,4065600,4314104.0,1203210.77738,1787494.0,11675491.0,6285591.69295,Rosedale,1971487.69295,3110893.22262,0.2844,0.1914,1.4856,0.6863,0.2789
1823,4065703,2010067.0,830999.409051,1546278.0,15021168.0,2889534.88477,Middle Village,879467.88477,1179067.59095,0.5351,0.2876,1.8607,0.6956,0.4134
1824,4065900,1311703.0,540020.157388,1060597.0,9646067.0,2083719.94666,Middle Village,772016.94666,771682.842612,0.509,0.2592,1.964,0.6295,0.4117
1825,4066000,2875445.0,826979.934264,1316916.0,7294514.0,4160670.29277,Rosedale,1285225.29277,2048465.06574,0.3165,0.1988,1.5924,0.6911,0.2876
1826,4066100,966865.0,388181.509509,827030.0,7214073.0,1439518.86492,Middle Village,472653.86492,578683.490491,0.5745,0.2697,2.1305,0.6717,0.4015
1827,4066300,1981591.0,835583.973951,1517396.0,13787624.0,5674137.77505,Middle Village,3692546.77505,1146007.02605,0.2674,0.1473,1.816,0.3492,0.4217
1829,4066501,2101569.0,816906.950773,1991516.0,17521255.0,3506275.54337,Middle Village,1404706.54337,1284662.04923,0.568,0.233,2.4379,0.5994,0.3887
1830,4066701,1799478.0,750302.605763,1406997.0,11783384.0,2769361.31796,Middle Village,969883.31796,1049175.39424,0.5081,0.2709,1.8752,0.6498,0.417
1831,4066900,1095895.0,427881.047599,1021507.0,9136793.0,1723437.32518,Middle Village,627542.32518,668013.952401,0.5927,0.2483,2.3874,0.6359,0.3904
1832,4067100,1658807.0,682063.905594,1293806.0,12859774.0,2465973.77525,Middle Village,807166.77525,976743.094406,0.5247,0.2766,1.8969,0.6727,0.4112
1833,4067700,1309730.0,563749.95317,968658.0,8525880.0,2001637.18721,Middle Village,691907.18721,745980.04683,0.4839,0.2816,1.7182,0.6543,0.4304
1834,4067900,1779717.0,725232.657813,1833566.0,16612430.0,2727322.84997,Middle Village,947605.84997,1054484.34219,0.6723,0.2659,2.5282,0.6526,0.4075
1835,4068000,4229714.0,1411763.96921,1927874.0,11415560.0,8262298.58073,Springfield Gardens South-Brookville,4032584.58073,2817950.03079,0.2333,0.1709,1.3656,0.5119,0.3338
1836,4068200,1266343.0,456449.309737,578140.0,4993285.0,2492489.84927,Laurelton,1226146.84927,809893.690263,0.232,0.1831,1.2666,0.5081,0.3604
1837,4068300,1354746.0,897098.760574,4357296.0,49627005.0,2607835.30827,Elmhurst,1253089.30827,457647.239426,1.6708,0.344,4.8571,0.5195,0.6622
1838,4068700,1406214.0,697967.236103,2075151.0,14122951.0,2848080.18681,Rego Park,1441866.18681,708246.763897,0.7286,0.2451,2.9731,0.4937,0.4963
1839,4069000,2346051.0,898518.396233,1377322.0,7860648.0,3778477.48362,Springfield Gardens South-Brookville,1432426.48362,1447532.60377,0.3645,0.2378,1.5329,0.6209,0.383
1840,4069300,911000.0,547067.433946,1675604.0,26194055.0,1451117.02801,Rego Park,540117.02801,363932.566054,1.1547,0.377,3.0629,0.6278,0.6005
1841,4069400,2509737.0,852046.796818,1393301.0,7122398.0,5637861.2409,Springfield Gardens South-Brookville,3128124.2409,1657690.20318,0.2471,0.1511,1.6352,0.4452,0.3395
1842,4069500,1376511.0,647150.261458,1327496.0,12360534.0,2295318.68703,Rego Park,918807.68703,729360.738542,0.5783,0.2819,2.0513,0.5997,0.4701
1843,4069701,709585.0,447265.820889,1840714.0,12968517.0,1387032.07296,Rego Park,677447.07296,262319.179111,1.3271,0.3225,4.1155,0.5116,0.6303
1844,4069702,3130026.0,1173628.69772,2171932.0,23725104.0,4839267.59477,Rego Park,1709241.59477,1956397.30228,0.4488,0.2425,1.8506,0.6468,0.375
1845,4070300,1354929.0,579462.820692,1112683.0,11028310.0,2596104.52697,Rego Park,1241175.52697,775466.179308,0.4286,0.2232,1.9202,0.5219,0.4277
1846,4070700,1538302.0,670032.567448,1407766.0,8820206.0,2389558.76604,Forest Hills,851256.76604,868269.432552,0.5891,0.2804,2.101,0.6438,0.4356
1847,4070900,1560623.0,603137.023324,1360161.0,11782097.0,2364591.21998,Forest Hills,803968.21998,957485.976676,0.5752,0.2551,2.2551,0.66,0.3865
1848,4071100,1807787.0,1094491.48527,3545597.0,63462521.0,3951124.59091,Forest Hills,2143337.59091,713295.51473,0.8974,0.277,3.2395,0.4575,0.6054
1849,4071303,931208.0,616468.905879,3034816.0,17647709.0,1571444.17762,Forest Hills,640236.17762,314739.094121,1.9312,0.3923,4.9229,0.5926,0.662
1850,4071304,1117423.0,574629.196173,3804458.0,16196377.0,1762224.52827,Forest Hills,644801.52827,542793.803827,2.1589,0.3261,6.6207,0.6341,0.5142
1851,4071305,905620.0,433253.014403,3235728.0,18916030.0,1418825.2503,Forest Hills,513205.2503,472366.985597,2.2806,0.3054,7.4684,0.6383,0.4784
1852,4071306,1200670.0,654706.316682,3031113.0,16541138.0,1839246.72615,Forest Hills,638576.72615,545963.683318,1.648,0.356,4.6297,0.6528,0.5453
1854,4071701,1171298.0,614853.380037,3807155.0,30051002.0,2185993.8473,Rego Park,1014695.8473,556444.619963,1.7416,0.2813,6.192,0.5358,0.5249
1855,4071702,1120706.0,737334.953501,3641814.0,38201628.0,2338495.88766,Rego Park,1217789.88766,383371.046499,1.5573,0.3153,4.9392,0.4792,0.6579
1856,4071900,1018557.0,427927.971005,1132796.0,7561266.0,1758572.3888,Forest Hills,740015.3888,590629.028995,0.6442,0.2433,2.6472,0.5792,0.4201
1857,4072100,1208756.0,635022.118651,2706822.0,12997918.0,1818395.48265,Forest Hills,609639.48265,573733.881349,1.4886,0.3492,4.2626,0.6647,0.5254
1858,4072300,3564949.0,1148432.73484,1979603.0,20016826.0,5059892.40584,Forest Hills,1494943.40584,2416516.26516,0.3912,0.227,1.7237,0.7046,0.3221
1859,4072900,1401170.0,566568.755941,865689.0,12653650.0,2085109.02046,Forest Hills,683939.02046,834601.244059,0.4152,0.2717,1.528,0.672,0.4044
1860,4073100,1340376.0,567332.823243,884668.0,7268071.0,2028647.55127,Forest Hills,688271.55127,773043.176757,0.4361,0.2797,1.5593,0.6607,0.4233
1861,4073700,1172379.0,613318.074239,1959416.0,37613681.0,2269305.22657,Forest Hills,1096926.22657,559060.925761,0.8634,0.2703,3.1948,0.5166,0.5231
1862,4073900,1443228.0,648775.047114,3516547.0,25756693.0,2410955.70342,Forest Hills,967727.70342,794452.952886,1.4586,0.2691,5.4203,0.5986,0.4495
1863,4074100,1228457.0,484911.052206,1889347.0,12839274.0,1850017.00963,Forest Hills,621560.00963,743545.947794,1.0213,0.2621,3.8963,0.664,0.3947
1864,4074300,1409366.0,706779.165553,2118115.0,19836148.0,2083264.19662,Forest Hills,673898.19662,702586.834447,1.0167,0.3393,2.9969,0.6765,0.5015
1865,4074500,1060229.0,381195.076388,1716827.0,10879303.0,1805456.9622,Forest Hills,745227.9622,679033.923612,0.9509,0.2111,4.5038,0.5872,0.3595
1866,4074700,2274471.0,631121.121661,1722877.0,23742362.0,3179939.95664,Forest Hills,905468.95664,1643349.87834,0.5418,0.1985,2.7299,0.7153,0.2775
1867,4074900,2411902.0,739840.071568,1482573.0,11612150.0,3856288.09444,Forest Hills,1444386.09444,1672061.92843,0.3845,0.1919,2.0039,0.6254,0.3067
1868,4075701,1792726.0,701373.409222,3775489.0,34287993.0,2126258.96796,Forest Hills,333532.96796,1091352.59078,1.7756,0.3299,5.383,0.8431,0.3912
1869,4075702,2540436.0,967297.882926,3548164.0,29683731.0,3780948.41188,Forest Hills,1240512.41188,1573138.11707,0.9384,0.2558,3.6681,0.6719,0.3808
1870,4076901,1050994.0,523349.786567,2554288.0,19998879.0,1931642.73183,Forest Hills,880648.73183,527644.213433,1.3223,0.2709,4.8807,0.5441,0.498
1871,4076902,626947.0,289135.220098,905885.0,10196667.0,1084634.36171,Forest Hills,457687.36171,337811.779902,0.8352,0.2666,3.1331,0.578,0.4612
1872,4077300,2070223.0,400805.19633,1924331.0,29968285.0,3038717.82755,Kew Gardens,968494.82755,1669417.80367,0.6333,0.1319,4.8012,0.6813,0.1936
1873,4077500,1600289.0,592099.214151,1523053.0,13914846.0,2467850.93194,Kew Gardens,867561.93194,1008189.78585,0.6172,0.2399,2.5723,0.6485,0.37
1874,4077902,4506030.0,1546056.23821,2887709.0,32330083.0,6065854.26024,Kew Gardens Hills,1559824.26024,2959973.76179,0.4761,0.2549,1.8678,0.7429,0.3431
1875,4077903,1989584.0,566368.21328,1210582.0,13676488.0,2865963.63769,Kew Gardens Hills,876379.63769,1423215.78672,0.4224,0.1976,2.1374,0.6942,0.2847
1876,4077904,2711505.0,1101062.40842,2784814.0,21383852.0,4125289.8199,Kew Gardens Hills,1413784.8199,1610442.59158,0.6751,0.2669,2.5292,0.6573,0.4061
1877,4077905,2151028.0,451547.394316,1315973.0,14449782.0,2958848.76192,Kew Gardens Hills,807820.76192,1699480.60568,0.4448,0.1526,2.9144,0.727,0.2099
1878,4077906,2086838.0,820399.487657,1846175.0,17800569.0,3088389.61169,Kew Gardens Hills,1001551.61169,1266438.51234,0.5978,0.2656,2.2503,0.6757,0.3931
1879,4077907,1488093.0,609275.213439,1351921.0,13326164.0,2307804.25592,Kew Gardens Hills,819711.25592,878817.786561,0.5858,0.264,2.2189,0.6448,0.4094
1880,4077908,1505140.0,413980.171547,1735049.0,18512493.0,2156618.61296,Kew Gardens Hills,651478.61296,1091159.82845,0.8045,0.192,4.1911,0.6979,0.275
1881,4078800,1371089.0,483238.179526,668147.0,5860420.0,2072923.08114,Baisley Park,701834.08114,887850.820474,0.3223,0.2331,1.3826,0.6614,0.3524
1882,4079000,1690389.0,612685.968647,901810.0,6808302.0,2772536.65794,Baisley Park,1082147.65794,1077703.03135,0.3253,0.221,1.4719,0.6097,0.3625
1883,4079200,2124487.0,663604.680093,797324.0,12762747.0,3889150.39679,Baisley Park,1764663.39679,1460882.31991,0.205,0.1706,1.2015,0.5463,0.3124
1884,4079300,161300.0,39805.3914104,68720.0,787500.0,9357142.51035,park-cemetery-etc-Queens,9195842.51035,121494.60859,0.0073,0.0043,1.7264,0.0172,0.2468
1885,4079701,869404.0,351900.778449,2854783.0,14090779.0,1199494.55784,Flushing,330090.55784,517503.221551,2.38,0.2934,8.1125,0.7248,0.4048
1886,4079702,2331704.0,490277.120341,1931044.0,18045454.0,3101779.57828,Flushing,770075.57828,1841426.87966,0.6226,0.1581,3.9387,0.7517,0.2103
1887,4079900,2037706.0,896137.67491,2168376.0,16538090.0,3090324.09427,Queensboro Hill,1052618.09427,1141568.32509,0.7017,0.29,2.4197,0.6594,0.4398
1888,4080301,2076686.0,869834.195765,1657896.0,12267509.0,3470954.84148,Queensboro Hill,1394268.84148,1206851.80424,0.4776,0.2506,1.906,0.5983,0.4189
1889,4080302,2477882.0,832814.295071,1553780.0,9128810.0,4633432.55934,Queensboro Hill,2155550.55934,1645067.70493,0.3353,0.1797,1.8657,0.5348,0.3361
1890,4080900,9040253.0,2782943.81594,6340454.0,88286191.0,10755472.7879,Kew Gardens Hills,1715219.7879,6257309.18406,0.5895,0.2587,2.2783,0.8405,0.3078
1891,4081400,2339935.0,812817.658396,1125378.0,8038849.0,4043897.41534,South Ozone Park,1703962.41534,1527117.3416,0.2783,0.201,1.3845,0.5786,0.3474
1892,4081800,2417370.0,887510.977573,1220033.0,8513914.0,4030425.10271,South Ozone Park,1613055.10271,1529859.02243,0.3027,0.2202,1.3747,0.5998,0.3671
1893,4083700,4437450.0,1174233.35819,2255447.0,27696581.0,8454832.06559,Queensboro Hill,4017382.06559,3263216.64181,0.2668,0.1389,1.9208,0.5248,0.2646
1894,4083800,3494009.0,1362921.41618,1921246.0,10610021.0,5332408.46073,South Ozone Park,1838399.46073,2131087.58382,0.3603,0.2556,1.4097,0.6552,0.3901
1895,4084000,4008585.0,1703736.9471,2459147.0,16581500.0,6120458.09407,South Ozone Park,2111873.09407,2304848.0529,0.4018,0.2784,1.4434,0.6549,0.425
1896,4084500,1451714.0,621978.423119,2300169.0,13379380.0,2034223.6259,Flushing,582509.6259,829735.576881,1.1307,0.3058,3.6981,0.7136,0.4284
1897,4084601,2232504.0,787670.947987,1199054.0,5851089.0,3581021.05825,South Ozone Park,1348517.05825,1444833.05201,0.3348,0.22,1.5223,0.6234,0.3528
1899,4084900,2058543.0,1266287.12291,3804853.0,44587088.0,3276963.27186,Flushing,1218420.27186,792255.87709,1.1611,0.3864,3.0047,0.6282,0.6151
1900,4085300,1419157.0,911864.560884,3909797.0,53204845.0,2102465.80672,Flushing,683308.80672,507292.439116,1.8596,0.4337,4.2877,0.675,0.6425
1901,4085500,909593.0,540069.213888,2739007.0,11532688.0,1405499.85981,Flushing,495906.85981,369523.786112,1.9488,0.3843,5.0716,0.6472,0.5937
1902,4085700,966620.0,485819.013198,2299373.0,15752252.0,1425026.4315,Flushing,458406.4315,480800.986802,1.6136,0.3409,4.733,0.6783,0.5026
1903,4085900,1043829.0,562848.701551,2221185.0,19089531.0,1570940.91596,Flushing,527111.91596,480980.298449,1.4139,0.3583,3.9463,0.6645,0.5392
1904,4086100,1081594.0,451298.213077,1243803.0,12277105.0,1603443.54833,East Flushing,521849.54833,630295.786923,0.7757,0.2815,2.7561,0.6745,0.4173
1905,4086300,988799.0,582712.889348,2624854.0,15127373.0,1551084.28139,Murray Hill,562285.28139,406086.110652,1.6923,0.3757,4.5045,0.6375,0.5893
1906,4086400,9723633.0,1584369.37187,3698976.0,93029563.0,12090470.8607,South Ozone Park,2366837.8607,8139263.62813,0.3059,0.131,2.3347,0.8042,0.1629
1907,4086500,1215975.0,547613.001656,2352938.0,26473779.0,1685034.01512,Flushing,469059.01512,668361.998344,1.3964,0.325,4.2967,0.7216,0.4503
1908,4086900,3448842.0,2287756.54319,4141620.0,78085066.0,6527025.1607,Flushing,3078183.1607,1161085.45681,0.6345,0.3505,1.8103,0.5284,0.6633
1909,4087100,2495351.0,1563715.64199,4936399.0,104639473.0,4768480.85496,Flushing,2273129.85496,931635.35801,1.0352,0.3279,3.1568,0.5233,0.6267
1910,4088400,7781064.0,2726627.01566,4180434.0,28085504.0,16338876.9854,Lindenwood-Howard Beach,8557812.9854,5054436.98434,0.2559,0.1669,1.5332,0.4762,0.3504
